RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM,LAT,LON,PRICE_PER_SQM,PRICE_PER_PYEONG
2026,11320,도봉구,10600,방학동,1,대지,734,0,청구아파트,2026-08-27,54500,84.97,0.0,2.0,,,1994,아파트,중개거래,"서울 강동구, 서울 도봉구",37.6580488858301,127.026228957921,641.4,2120.3
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,29400,20.203,0.0,7.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1455.2,4810.7
2026,11320,도봉구,10800,도봉동,1,대지,642,0,현대성우,2026-08-27,41500,59.04,0.0,16.0,,,1998,아파트,중개거래,"서울 노원구, 서울 도봉구",37.6763172935299,127.047678959744,702.9,2323.7
2026,11470,양천구,10100,신정동,1,대지,1259,0,신트리1,2026-08-27,87700,49.95,0.0,2.0,,,1999,아파트,중개거래,서울 양천구,37.5137367146629,126.853687850909,1755.8,5804.2
2026,11320,도봉구,10600,방학동,1,대지,274,0,삼익세라믹아파트,2026-08-27,38500,58.77,0.0,7.0,,,1988,아파트,중개거래,서울 도봉구,37.6611236514876,127.034044277256,655.1,2165.6
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30300,20.203,0.0,22.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1499.8,4957.9
2026,11530,구로구,10200,구로동,1,대지,145,23,성락,2026-08-27,37800,57.33,0.0,10.0,,,1988,아파트,중개거래,서울 구로구,37.4885415197049,126.892996037628,659.3,2179.6
2026,11440,마포구,10100,아현동,1,대지,275,2,마포푸르지오더센트럴,2026-08-27,60000,31.59,0.0,12.0,,,2023,아파트,직거래,,37.5544295438073,126.955881212088,1899.3,6278.8
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,28800,20.203,0.0,6.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1425.5,4712.5
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,29250,20.203,0.0,6.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1447.8,4786.1
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30450,20.203,0.0,24.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1507.2,4982.5
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,29250,20.203,0.0,6.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1447.8,4786.1
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30000,20.203,0.0,23.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1484.9,4908.9
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30450,20.203,0.0,23.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1507.2,4982.5
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30450,20.203,0.0,23.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1507.2,4982.5
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30300,20.203,0.0,22.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1499.8,4957.9
2026,11470,양천구,10100,신정동,1,대지,1306,0,세양청마루,2026-08-27,113000,59.98,0.0,8.0,,,2006,아파트,중개거래,"서울 구로구, 서울 양천구",37.5071533161833,126.863675809775,1884.0,6228.0
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30300,20.203,0.0,22.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1499.8,4957.9
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,29850,20.203,0.0,20.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1477.5,4884.3
2026,11380,은평구,10600,대조동,1,대지,59,48,만민하늘愛,2026-08-27,53000,73.34,0.0,6.0,,,2008,아파트,직거래,,37.6074832853719,126.922884688887,722.7,2389.0
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,29550,20.203,0.0,5.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1462.7,4835.2
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30300,20.203,0.0,20.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1499.8,4957.9
2026,11560,영등포구,10600,영등포동5가,1,대지,49,1,현대프라자,2026-08-27,69000,68.06,0.0,3.0,,,1999,아파트,중개거래,서울 영등포구,37.5222197194343,126.906688343966,1013.8,3351.4
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30300,20.203,0.0,21.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1499.8,4957.9
2026,11560,영등포구,12300,문래동5가,1,대지,14,0,문래두산위브,2026-08-27,115000,65.46,0.0,1.0,,,1988,아파트,중개거래,서울 영등포구,37.5168756500972,126.885817922217,1756.8,5807.6
2026,11260,중랑구,10200,상봉동,1,대지,116,49,상봉생활,2026-08-27,30750,20.203,0.0,22.0,,,2026,아파트,직거래,,37.5958074680272,127.081761045362,1522.1,5031.6
2026,11350,노원구,10500,상계동,1,대지,624,0,상계주공16(고층),2026-08-26,70000,79.07,0.0,13.0,,,1988,아파트,중개거래,서울 노원구,37.6687833155991,127.053725187886,885.3,2926.6
2026,11710,송파구,10900,장지동,1,대지,855,0,송파파인타운12단지,2026-08-26,201000,84.76,0.0,14.0,,,2011,아파트,중개거래,서울 송파구,37.4785343214919,127.132006876001,2371.4,7839.3
2026,11710,송파구,11300,거여동,1,대지,606,0,송파레이크힐,2026-08-26,110100,74.96,0.0,16.0,,,2021,아파트,직거래,,37.485984962468,127.144019029882,1468.8,4855.5
2026,11260,중랑구,10400,묵동,1,대지,20,0,신내대림아파트,2026-08-26,99000,126.28,0.0,1.0,,,1995,아파트,중개거래,서울 중랑구,37.6160515822467,127.088201260977,784.0,2591.6
2026,11290,성북구,13300,정릉동,1,대지,1015,0,길음뉴타운경남아너스빌,2026-08-26,89000,59.59,0.0,7.0,,,1999,아파트,중개거래,서울 성북구,37.6043632616961,127.016928111633,1493.5,4937.3
2026,11380,은평구,10200,녹번동,1,대지,280,1,녹번JR아파트,2026-08-26,70500,59.866,0.0,1.0,,,2002,아파트,중개거래,서울 은평구,37.6000732146222,126.937911025241,1177.6,3893.0
2026,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,2026-08-26,68000,49.77,0.0,10.0,,,1996,아파트,중개거래,서울 중랑구,37.6152619825876,127.091014257029,1366.3,4516.6
2026,11530,구로구,10100,신도림동,1,대지,412,3,신도림팰러티움,2026-08-26,83600,84.95,0.0,15.0,,,2006,아파트,중개거래,서울 구로구,37.5039563124013,126.881857090192,984.1,3253.3
2026,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,2026-08-26,51000,39.84,0.0,9.0,,,1996,아파트,중개거래,"서울 중구, 서울 중랑구",37.6152619825876,127.091014257029,1280.1,4231.8
2026,11560,영등포구,13200,신길동,1,대지,4950,0,래미안에스티움,2026-08-26,192000,84.97,0.0,23.0,,,2017,아파트,중개거래,서울 영등포구,37.5011229670024,126.913908792533,2259.6,7469.8
2026,11590,동작구,10200,상도동,1,대지,906,0,상도푸르지오클라베뉴,2026-08-26,153000,59.816,0.0,2.0,,,2024,아파트,중개거래,서울 동작구,37.4974502425659,126.939200000817,2557.8,8455.7
2026,11710,송파구,10700,가락동,1,대지,55,0,현대(6차),2026-08-26,168500,84.8,0.0,1.0,,,1991,아파트,중개거래,서울 송파구,37.4972264609487,127.12262360564,1987.0,6568.7
2026,11590,동작구,10200,상도동,1,대지,904,0,상도역롯데캐슬파크엘,2026-08-26,189000,59.981,0.0,13.0,,,2021,아파트,중개거래,서울 용산구,37.5007770723165,126.946559965444,3151.0,10416.5
2026,11260,중랑구,10100,면목동,1,대지,1505,0,리치카운티,2026-08-26,78000,84.741,0.0,4.0,,,2004,아파트,중개거래,서울 중랑구,37.5892202979161,127.084977792095,920.5,3042.8
2026,11470,양천구,10200,목동,1,대지,965,0,목동롯데캐슬마에스트로,2026-08-26,136500,59.984,0.0,6.0,,,2019,아파트,중개거래,서울 양천구,37.5454615691472,126.866050297873,2275.6,7522.7
2026,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,2026-08-26,160800,27.68,0.0,12.0,,,2008,아파트,중개거래,서울 송파구,37.5127510583527,127.088417185047,5809.2,19204.1
2026,11470,양천구,10200,목동,1,대지,739,1,목동보미리즌빌,2026-08-26,70000,83.09,0.0,7.0,,,2006,아파트,중개거래,서울 양천구,37.5391540020624,126.866338909431,842.5,2785.0
2026,11320,도봉구,10500,쌍문동,1,대지,59,0,한양2,2026-08-26,36000,48.96,0.0,10.0,,,1988,아파트,중개거래,서울 도봉구,37.6569864317373,127.031453992625,735.3,2430.7
2026,11260,중랑구,10300,중화동,1,대지,450,0,한신아파트상가동유치원동(103~109),2026-08-26,82500,50.37,0.0,21.0,,,1997,아파트,중개거래,서울 중랑구,37.5971495731568,127.081907230062,1637.9,5414.5
2026,11320,도봉구,10500,쌍문동,1,대지,56,0,삼익세라믹,2026-08-26,34950,42.93,0.0,2.0,,,1988,아파트,중개거래,서울 도봉구,37.6575242550096,127.034882395018,814.1,2691.3
2026,11470,양천구,10100,신정동,1,대지,325,0,목동신시가지11,2026-08-26,183500,51.48,0.0,8.0,,,1988,아파트,중개거래,서울 양천구,37.5120560613111,126.858409872488,3564.5,11783.4
2026,11320,도봉구,10500,쌍문동,1,대지,56,0,삼익세라믹,2026-08-26,43800,58.77,0.0,8.0,,,1988,아파트,중개거래,서울 도봉구,37.6575242550096,127.034882395018,745.3,2463.7
2026,11470,양천구,10300,신월동,1,대지,491,1,신월대림,2026-08-26,67000,84.99,0.0,1.0,,,2001,아파트,중개거래,서울 양천구,37.5237120880527,126.844873559047,788.3,2606.0
2026,11350,노원구,10300,공릉동,1,대지,742,0,효성아파트,2026-08-26,77300,73.18,0.0,1.0,,,1995,아파트,중개거래,서울 노원구,37.6206662696947,127.08867090156,1056.3,3491.9
2026,11530,구로구,10600,고척동,1,대지,339,0,고척파크푸르지오,2026-08-26,105000,59.89,0.0,2.0,,,2009,아파트,중개거래,"서울 구로구, 서울 양천구",37.5076107829514,126.858113348584,1753.2,5795.7
2026,11560,영등포구,11400,당산동4가,1,대지,96,0,당산반도유보라팰리스,2026-08-26,199500,127.09,0.0,10.0,,,2010,아파트,중개거래,서울 영등포구,37.5273143682242,126.901285885351,1569.8,5189.3
2026,11590,동작구,10200,상도동,1,대지,414,0,건영,2026-08-26,80000,32.8,0.0,18.0,,,1997,아파트,중개거래,서울 동작구,37.5071679625466,126.949774021816,2439.0,8062.9
2026,11260,중랑구,10100,면목동,1,대지,1508,0,동원베네스트,2026-08-26,79300,84.86,0.0,3.0,,,2003,아파트,중개거래,서울 중랑구,37.5838893765516,127.083996259827,934.5,3089.2
2026,11530,구로구,10600,고척동,1,대지,296,0,대우,2026-08-26,68200,59.96,0.0,16.0,,,1999,아파트,중개거래,서울 구로구,37.5030248070323,126.855476756678,1137.4,3760.1
2026,11380,은평구,10600,대조동,1,대지,88,0,힐스테이트 메디알레,2026-08-26,140830,74.9,0.0,5.0,입주권,,0,아파트,중개거래,서울 은평구,37.6120492662394,126.923358380629,1880.2,6215.7
2026,11380,은평구,11400,진관동,1,대지,60,0,은평뉴타운솔하임,2026-08-26,13700,14.235,0.0,15.0,,,2017,아파트,중개거래,서울 은평구,37.6394124812671,126.917322630702,962.4,3181.5
2026,11710,송파구,11100,방이동,1,대지,130,19,인텍스빌,2026-08-26,18500,20.12,0.0,8.0,,,2000,아파트,중개거래,"서울 구로구, 서울 송파구",37.5098435790419,127.120449904099,919.5,3039.6
2026,11320,도봉구,10700,창동,1,대지,805,0,동아그린,2026-08-26,88000,84.94,0.0,9.0,,,1996,아파트,중개거래,서울 도봉구,37.6543732154344,127.046478203288,1036.0,3424.9
2026,11260,중랑구,10200,상봉동,1,대지,496,0,우정아파트,2026-08-26,88000,81.783,0.0,22.0,,,2002,아파트,중개거래,서울 중랑구,37.5994293182578,127.088683853976,1076.0,3557.1
2026,11290,성북구,13300,정릉동,1,대지,239,0,정릉풍림아이원,2026-08-26,66000,59.88,0.0,11.0,,,2005,아파트,중개거래,서울 성북구,37.6184876142783,127.007297911588,1102.2,3643.7
2026,11560,영등포구,10200,영등포동1가,1,대지,94,2,여의도더리브스타일,2026-08-26,18100,14.837,0.0,9.0,,,2020,아파트,중개거래,서울 영등포구,37.5177534119374,126.913137240393,1219.9,4032.8
2026,11290,성북구,12100,안암동1가,1,대지,361,0,안암동삼성래미안,2026-08-26,114000,84.868,0.0,3.0,,,2005,아파트,중개거래,서울 성북구,37.5893064316483,127.023748974341,1343.3,4440.5
2026,11305,강북구,10400,우이동,1,대지,342,0,대우,2026-08-26,75500,84.93,0.0,4.0,,,2000,아파트,중개거래,서울 강북구,37.6554217594164,127.011140406753,889.0,2938.7
2026,11470,양천구,10200,목동,1,대지,951,0,금호어울림,2026-08-26,164000,120.12,0.0,7.0,,20260828.0,2004,아파트,중개거래,서울 양천구,37.5336815016774,126.867853783085,1365.3,4513.4
2026,11410,서대문구,12000,남가좌동,1,대지,385,0,DMC파크뷰자이3단지,2026-08-26,150000,84.968,0.0,10.0,,,2015,아파트,중개거래,"서울 서대문구, 서울 송파구",37.5722579341307,126.917837154419,1765.4,5835.9
2026,11380,은평구,10700,응암동,1,대지,766,0,백련산파크자이,2026-08-26,100000,59.789,0.0,7.0,,,2021,아파트,중개거래,서울 은평구,37.5922561896809,126.922071453674,1672.5,5529.1
2026,11560,영등포구,11000,여의도동,1,대지,30,2,삼부,2026-08-26,360000,135.8,0.0,10.0,,,1975,아파트,직거래,,37.5249360133869,126.932097633851,2651.0,8763.5
2026,11470,양천구,10100,신정동,1,대지,1283,0,푸른마을3,2026-08-26,66500,59.91,0.0,10.0,,,2001,아파트,중개거래,서울 양천구,37.5114246121808,126.83687508737,1110.0,3669.4
2026,11380,은평구,10700,응암동,1,대지,759,0,백련산힐스테이트1차,2026-08-26,97000,114.9,0.0,8.0,,,2011,아파트,중개거래,서울 은평구,37.5924138318716,126.925226536648,844.2,2790.8
2026,11320,도봉구,10700,창동,1,대지,30,0,창동주공18단지,2026-08-26,67500,45.77,0.0,6.0,,,1988,아파트,중개거래,서울 도봉구,37.6464611137803,127.051742474665,1474.8,4875.3
2026,11320,도봉구,10700,창동,1,대지,373,0,창동주공4단지,2026-08-26,42700,36.34,0.0,9.0,,,1991,아파트,중개거래,"경기 수원시 영통구, 서울 도봉구",37.645841010278,127.048016739909,1175.0,3884.3
2026,11350,노원구,10400,하계동,1,대지,284,0,청구,2026-08-26,85000,70.69,0.0,7.0,,,1988,아파트,중개거래,서울 노원구,37.6378661643059,127.06870677712,1202.4,3975.0
2026,11470,양천구,10200,목동,1,대지,951,0,금호어울림,2026-08-26,164000,120.12,0.0,7.0,,,2004,아파트,중개거래,서울 양천구,37.5336815016774,126.867853783085,1365.3,4513.4
2026,11290,성북구,13300,정릉동,1,대지,1016,0,우방,2026-08-26,77700,114.03,0.0,13.0,,,1999,아파트,중개거래,서울 성북구,37.6003791426184,127.010103849306,681.4,2252.6
2026,11410,서대문구,10200,충정로3가,1,대지,466,0,우리유앤미,2026-08-25,119000,83.77,0.0,17.0,,,2008,아파트,중개거래,서울 서대문구,37.561919631786,126.962415725304,1420.6,4696.1
2026,11590,동작구,10400,본동,1,대지,481,0,신동아,2026-08-25,161000,84.46,0.0,4.0,,,1993,아파트,중개거래,서울 강남구,37.509687479798,126.951811037328,1906.2,6301.6
2026,11710,송파구,11100,방이동,1,대지,89,0,올림픽선수기자촌3단지,2026-08-25,295000,83.06,0.0,24.0,,,1988,아파트,중개거래,서울 송파구,37.5175616546675,127.136371627591,3551.6,11741.0
2026,11380,은평구,10700,응암동,1,대지,96,18,경향렉스빌,2026-08-25,73500,74.895,0.0,20.0,,,2004,아파트,중개거래,서울 은평구,37.6007392357361,126.926045324157,981.4,3244.2
2026,11305,강북구,10200,번동,1,대지,234,0,주공4단지,2026-08-25,46300,49.94,0.0,1.0,,,1991,아파트,중개거래,서울 성북구,37.630851231879,127.039253927886,927.1,3064.8
2026,11305,강북구,10100,미아동,1,대지,1356,0,경남아너스빌(1356-0),2026-08-25,82000,59.964,0.0,3.0,,,2003,아파트,중개거래,서울 강북구,37.61513329385,127.035675364032,1367.5,4520.6
2026,11740,강동구,10100,명일동,1,대지,257,0,고덕주공9,2026-08-25,170000,83.52,0.0,3.0,,,1985,아파트,중개거래,서울 강동구,37.5479073564229,127.151658365827,2035.4,6728.7
2026,11290,성북구,10300,돈암동,1,대지,630,0,동소문현대,2026-08-25,76000,84.72,0.0,14.0,,,1994,아파트,중개거래,서울 성북구,37.5980630802955,127.012648783809,897.1,2965.5
2026,11350,노원구,10500,상계동,1,대지,1318,0,노원IPARK,2026-08-25,80000,110.17,0.0,4.0,,,2009,아파트,중개거래,서울 노원구,37.6597839375192,127.069159557523,726.2,2400.5
2026,11380,은평구,10800,역촌동,1,대지,237,0,센트레빌아스테리움시그니처,2026-08-25,85000,70.662,0.0,15.0,,,2026,아파트,중개거래,서울 은평구,37.6041057910281,126.907409235632,1202.9,3976.6
2026,11320,도봉구,10600,방학동,1,대지,271,1,신동아아파트1,2026-08-25,43500,62.22,0.0,5.0,,,1986,아파트,중개거래,서울 도봉구,37.6609347988243,127.0267260331,699.1,2311.2
2026,11560,영등포구,13200,신길동,1,대지,4967,0,신길파크자이,2026-08-25,110000,59.95,0.0,3.0,,,2022,아파트,중개거래,서울 은평구,37.502798416692,126.913456416156,1834.9,6065.7
2026,11380,은평구,10900,신사동,1,대지,19,117,홍익,2026-08-25,41000,59.94,0.0,7.0,,,1995,아파트,중개거래,서울 은평구,37.5975063938178,126.908097175525,684.0,2261.2
2026,11620,관악구,10200,신림동,1,대지,1735,0,관악산휴먼시아2단지,2026-08-25,77900,84.97,0.0,16.0,,,2008,아파트,중개거래,서울 관악구,37.4591090840362,126.920038790033,916.8,3030.7
2026,11380,은평구,10400,갈현동,1,대지,395,2,효민아크로뷰,2026-08-25,68800,47.73,0.0,18.0,,,2024,아파트,직거래,,37.6205827444968,126.91975833281,1441.4,4765.1
2026,11350,노원구,10500,상계동,1,대지,1318,0,노원IPARK,2026-08-25,93000,178.33,0.0,11.0,,,2009,아파트,중개거래,서울 노원구,37.6597839375192,127.069159557523,521.5,1724.0
2026,11380,은평구,10700,응암동,1,대지,197,78,신동아,2026-08-25,44700,52.71,0.0,4.0,,,1990,아파트,중개거래,서울 은평구,37.5969861477031,126.923484125256,848.0,2803.4
2026,11530,구로구,10200,구로동,1,대지,106,2,대림역포스큐,2026-08-25,8800,14.579,0.0,20.0,,,2015,아파트,중개거래,서울 구로구,37.4981731724382,126.891984983201,603.6,1995.4
2026,11440,마포구,12300,망원동,1,대지,471,3,노아아크빌,2026-08-25,95000,106.2,0.0,5.0,,,2004,아파트,중개거래,서울 마포구,37.5619429474863,126.903619550736,894.5,2957.2
2026,11560,영등포구,13200,신길동,1,대지,261,22,신길레전드힐스,2026-08-25,10000,13.74,0.0,15.0,,,2013,아파트,중개거래,서울 영등포구,37.5056131906423,126.908363980827,727.8,2406.0
2026,11470,양천구,10300,신월동,1,대지,218,12,동도하이츠,2026-08-25,32000,83.04,0.0,4.0,,,2004,아파트,직거래,,37.5269290347986,126.836076911595,385.4,1273.9
2026,11320,도봉구,10500,쌍문동,1,대지,158,0,한양7,2026-08-25,60000,84.92,0.0,15.0,,,1993,아파트,중개거래,서울 도봉구,37.6560145987519,127.033853936885,706.5,2335.7
2026,11500,강서구,10800,공항동,1,대지,1398,0,더트루엘마곡HQ,2026-08-25,67400,48.329,0.0,5.0,,,2024,아파트,직거래,,37.5613941334125,126.815106975018,1394.6,4610.3
2026,11740,강동구,10100,명일동,1,대지,15,0,삼익그린2차,2026-08-25,149000,42.93,0.0,9.0,,,1983,아파트,중개거래,서울 강동구,37.5532947928121,127.148458988794,3470.8,11473.6
2026,11530,구로구,10200,구로동,1,대지,685,223,주공2,2026-08-25,58700,32.39,0.0,2.0,,,1987,아파트,중개거래,서울 구로구,37.4912246519319,126.876746533848,1812.3,5991.0
2026,11470,양천구,10100,신정동,1,대지,1295,0,목동2삼성래미안,2026-08-25,154500,59.54,0.0,5.0,,,2001,아파트,중개거래,서울 양천구,37.5104950665501,126.86829619457,2594.9,8578.2
2026,11320,도봉구,10800,도봉동,1,대지,641,0,서원,2026-08-25,31000,40.02,0.0,13.0,,,1996,아파트,중개거래,서울 도봉구,37.6741332478974,127.04829873867,774.6,2560.7
2026,11320,도봉구,10800,도봉동,1,대지,30,1,한신,2026-08-25,64000,84.94,0.0,10.0,,,1995,아파트,중개거래,서울 도봉구,37.6862789968232,127.047810838565,753.5,2490.8
2026,11440,마포구,11100,신수동,1,대지,462,0,마포아이파크포레,2026-08-25,250000,84.932,0.0,24.0,,,2019,아파트,중개거래,서울 마포구,37.5511313387285,126.934179457937,2943.5,9730.7
2026,11320,도봉구,10600,방학동,1,대지,274,0,삼익세라믹아파트,2026-08-25,43000,58.77,0.0,6.0,,,1988,아파트,중개거래,"서울 노원구, 서울 도봉구",37.6611236514876,127.034044277256,731.7,2418.7
2026,11380,은평구,11400,진관동,1,대지,13,0,상림마을7단지아이파크(706~708동)BL1-3,2026-08-25,90000,134.91,0.0,7.0,,,2008,아파트,직거래,,37.6460636102252,126.92625411184,667.1,2205.3
2026,11230,동대문구,10400,전농동,1,대지,690,0,래미안크레시티,2026-08-25,174000,84.97,0.0,11.0,,,2014,아파트,중개거래,서울 동대문구,37.5762290631959,127.050607073529,2047.8,6769.5
2026,11170,용산구,13000,이태원동,1,대지,124,12,메이(124-12),2026-08-25,140000,104.4,0.0,5.0,,,2002,아파트,중개거래,서울 서초구,37.5350812105415,126.996635479251,1341.0,4433.0
2026,11320,도봉구,10700,창동,1,대지,820,0,창동신도브래뉴1차,2026-08-25,94300,84.989,0.0,9.0,,,2003,아파트,중개거래,서울 도봉구,37.656061692227,127.044516111392,1109.6,3668.0
2026,11410,서대문구,11800,홍은동,1,대지,464,0,북한산더샵,2026-08-25,159500,114.868,0.0,13.0,,,2017,아파트,중개거래,서울 서대문구,37.5934132582275,126.941598938105,1388.6,4590.2
2026,11260,중랑구,10300,중화동,1,대지,453,0,청광플러스원,2026-08-25,76300,73.25,0.0,14.0,,,2007,아파트,중개거래,서울 중랑구,37.6026780475495,127.080074874206,1041.6,3443.4
2026,11530,구로구,10200,구로동,1,대지,256,1,삼성래미안,2026-08-25,107000,78.665,0.0,19.0,,,2004,아파트,중개거래,서울 구로구,37.4877325877276,126.891899158263,1360.2,4496.5
2026,11350,노원구,10300,공릉동,1,대지,109,0,비선아파트,2026-08-25,59700,48.93,0.0,9.0,,,1999,아파트,중개거래,"서울 강남구, 서울 노원구",37.6257736838646,127.087356691485,1220.1,4033.4
2026,11380,은평구,11400,진관동,1,대지,102,0,박석고개1단지힐스테이트(116~131동)BL2-1,2026-08-25,135000,101.83,0.0,4.0,,,2009,아파트,중개거래,서울 은평구,37.6330388638858,126.922287528799,1325.7,4382.6
2026,11650,서초구,10700,반포동,1,대지,10,0,반포푸르지오,2026-08-25,299000,84.82,0.0,4.0,,,2000,아파트,중개거래,서울 서초구,37.5038886565254,126.996453891018,3525.1,11653.3
2026,11470,양천구,10100,신정동,1,대지,339,0,파인빌,2026-08-25,85000,59.728,0.0,7.0,,,2001,아파트,중개거래,서울 양천구,37.5206899854682,126.875418346765,1423.1,4704.5
2026,11500,강서구,10900,방화동,1,대지,902,0,방화메이빌,2026-08-25,50000,44.832,0.0,10.0,,,2017,아파트,중개거래,서울 강서구,37.5795643700213,126.814003315388,1115.3,3686.9
2026,11680,강남구,11100,세곡동,1,대지,533,0,세곡푸르지오,2026-08-24,210000,84.83,0.0,10.0,,,2012,아파트,중개거래,서울 강남구,37.4667793397486,127.092967002535,2475.5,8183.6
2026,11530,구로구,10800,오류동,1,대지,341,0,한신플러스타운,2026-08-24,67400,84.96,0.0,6.0,,,2002,아파트,중개거래,서울 구로구,37.4983857947892,126.841022651244,793.3,2622.5
2026,11350,노원구,10500,상계동,1,대지,691,0,상계주공7(고층),2026-08-24,66000,45.9,0.0,5.0,,,1988,아파트,중개거래,서울 노원구,37.6601571577107,127.06230852474,1437.9,4753.4
2026,11470,양천구,10200,목동,1,대지,929,0,목동청구한신아파트,2026-08-24,225000,84.76,0.0,14.0,,,1997,아파트,중개거래,서울 양천구,37.5414580717709,126.881654577667,2654.6,8775.4
2026,11215,광진구,10300,구의동,1,대지,231,18,현대팰리스,2026-08-24,58800,55.64,0.0,5.0,,,2022,아파트,직거래,,37.5432620368722,127.08865462063,1056.8,3493.5
2026,11350,노원구,10600,중계동,1,대지,366,0,라이프,2026-08-24,149000,115.65,0.0,13.0,,,1993,아파트,중개거래,"서울 노원구, 서울 서초구",37.6520774737315,127.08026183166,1288.4,4259.1
2026,11380,은평구,10700,응암동,1,대지,116,17,서강스카이빌2,2026-08-24,69000,84.87,0.0,3.0,,,2003,아파트,중개거래,서울 은평구,37.5981564599415,126.92024058349,813.0,2687.6
2026,11410,서대문구,11800,홍은동,1,대지,461,0,홍은센트레빌,2026-08-24,92000,84.84,0.0,9.0,,,2009,아파트,중개거래,"서울 서대문구, 서울 은평구",37.5972190820679,126.937790082266,1084.4,3584.8
2026,11320,도봉구,10700,창동,1,대지,45,0,삼성래미안,2026-08-24,91500,84.87,0.0,9.0,,,1992,아파트,중개거래,서울 도봉구,37.6490832554147,127.04854019084,1078.1,3564.0
2026,11410,서대문구,11900,북가좌동,1,대지,449,0,북가좌삼호,2026-08-24,103000,84.57,0.0,13.0,,,1996,아파트,중개거래,서울 서대문구,37.576494133858,126.913171050724,1217.9,4026.2
2026,11530,구로구,10200,구로동,1,대지,746,14,(746-14),2026-08-24,27400,49.64,0.0,1.0,,,1996,아파트,중개거래,서울 구로구,37.4867597941604,126.886356418087,552.0,1824.7
2026,11380,은평구,10300,불광동,1,대지,633,0,북한산현대홈타운,2026-08-24,102000,84.995,0.0,12.0,,,2004,아파트,중개거래,서울 은평구,37.6117749609115,126.934181884227,1200.1,3967.2
2026,11500,강서구,10600,내발산동,1,대지,711,6,청솔수(711-6),2026-08-24,50500,75.36,0.0,12.0,,,2007,아파트,직거래,,37.5503160972745,126.832485324659,670.1,2215.3
2026,11530,구로구,10200,구로동,1,대지,738,39,청우아트빌리지(738-39),2026-08-24,21500,51.86,0.0,3.0,,,1994,아파트,중개거래,경기 부천시 소사구,37.4875578497719,126.885550710395,414.6,1370.5
2026,11620,관악구,10200,신림동,1,대지,1580,3,태성,2026-08-24,45000,73.0,0.0,2.0,,,2002,아파트,중개거래,서울 관악구,37.4826078812808,126.923573668104,616.4,2037.8
2026,11620,관악구,10200,신림동,1,대지,746,43,건영1,2026-08-24,79000,74.22,0.0,8.0,,,1984,아파트,중개거래,서울 관악구,37.4763139977688,126.912321719249,1064.4,3518.7
2026,11305,강북구,10100,미아동,1,대지,194,2,엘리프미아역1단지,2026-08-24,80015,59.925,0.0,13.0,분양권,,0,아파트,중개거래,서울 강북구,37.6292755859794,127.025459152278,1335.3,4414.1
