CGG_NM,STDG_NM,MNO,SNO,BLDG_NM,JIBUN_ADDR,LAT,LON,GEOCODE_METHOD
영등포구,신길동,4955,0,신길센트럴아이파크,서울특별시 영등포구 신길동 4955,37.5041566198912,126.904600687125,address
강동구,강일동,695,0,강일리버파크10단지,서울특별시 강동구 강일동 695,37.5600708225056,127.180715216341,address
중랑구,상봉동,85,1,솔렌시아3(85-1),서울특별시 중랑구 상봉동 85-1,37.5943197101439,127.091977488485,address
강서구,가양동,14,3,가양우성,서울특별시 강서구 가양동 14-3,37.5622291386486,126.854195547538,address
노원구,공릉동,382,14,신명아파트,서울특별시 노원구 공릉동 382-14,37.625095308099,127.070860912382,address
송파구,잠실동,40,0,갤러리아팰리스,서울특별시 송파구 잠실동 40,37.5111038313694,127.093918656887,address
양천구,신정동,1014,5,SM엘루이아파트,서울특별시 양천구 신정동 1014-5,37.5215151290689,126.862588147092,address
도봉구,창동,661,89,황지,서울특별시 도봉구 창동 661-89,37.6501793937443,127.036540979123,address
영등포구,신길동,4935,0,신기목련아파트,서울특별시 영등포구 신길동 4935,37.5084064349722,126.914921289635,address
강서구,염창동,300,0,강변한솔솔파크,서울특별시 강서구 염창동 300,37.5566842439508,126.866552401948,address
강동구,길동,456,3,강동큐브,서울특별시 강동구 길동 456-3,37.5354371290998,127.13710056693,address
강동구,둔촌동,62,0,KNP이스트빌,서울특별시 강동구 둔촌동 62,37.5327587741725,127.141790479069,address
동대문구,장안동,319,6,U-포그니,서울특별시 동대문구 장안동 319-6,37.578029851709,127.073174398508,address
강북구,번동,204,0,신원,서울특별시 강북구 번동 204,37.6258177151975,127.043305343873,address
양천구,신정동,1276,0,신트리3,서울특별시 양천구 신정동 1276,37.5118997336939,126.852950017333,address
강동구,강일동,717,0,고덕리엔파크2단지,서울특별시 강동구 강일동 717,37.5595969760082,127.173086679368,address
관악구,신림동,1559,19,상목에버빌B,서울특별시 관악구 신림동 1559-19,37.4679073403013,126.932242734022,address
구로구,개봉동,487,0,개봉동상우,서울특별시 구로구 개봉동 487,37.493539865586,126.862140395119,address
동작구,신대방동,360,17,신동아,서울특별시 동작구 신대방동 360-17,37.4965796340355,126.924007472569,address
성북구,동소문동6가,3,1,시티플레이스,서울특별시 성북구 동소문동6가 3-1,37.5923099829478,127.01342773248,address
양천구,신월동,429,1,성우,서울특별시 양천구 신월동 429-1,37.5240450897729,126.841072182197,address
강서구,방화동,891,0,태승훼미리4차,서울특별시 강서구 방화동 891,37.5719106786882,126.809357117373,address
양천구,신월동,418,4,탑건위너빌,서울특별시 양천구 신월동 418-4,37.5233984570842,126.836789630304,address
강서구,등촌동,694,0,대림,서울특별시 강서구 등촌동 694,37.5626461178697,126.846655652033,address
동대문구,답십리동,808,0,대림,서울특별시 동대문구 답십리동 808,37.5709181082427,127.063717776024,address
송파구,가락동,80,0,성원상떼빌,서울특별시 송파구 가락동 80,37.4950644942941,127.120436228994,address
강동구,성내동,434,13,다성이즈빌아파트,서울특별시 강동구 성내동 434-13,37.5269952840197,127.130017866999,address
성동구,하왕십리동,1052,0,금호베스트빌,서울특별시 성동구 하왕십리동 1052,37.5613628898771,127.025917842455,address
은평구,진관동,12,0,상림마을7단지아이파크(709~712동)BL1-10,서울특별시 은평구 진관동 12,37.644833690056,126.927730495248,address
중구,만리동2가,273,0,서울역센트럴자이,서울특별시 중구 만리동2가 273,37.5537819672024,126.96402989384,address
중랑구,면목동,1529,0,경남아너스빌,서울특별시 중랑구 면목동 1529,37.5754872890389,127.080447509343,address
동대문구,답십리동,990,0,두산,서울특별시 동대문구 답십리동 990,37.5693117654531,127.060205006732,address
금천구,가산동,769,0,두산,서울특별시 금천구 가산동 769,37.4760395859626,126.891719741887,address
성북구,돈암동,603,0,돈암동더샵아파트,서울특별시 성북구 돈암동 603,37.5976209472385,127.010006432046,address
성북구,돈암동,644,0,돈암코오롱하늘채,서울특별시 성북구 돈암동 644,37.5992700563333,127.012569607103,address
성동구,마장동,819,0,마장동중앙하이츠,서울특별시 성동구 마장동 819,37.5654232046355,127.039099251132,address
구로구,오류동,347,0,오류동금호어울림,서울특별시 구로구 오류동 347,37.4984566083239,126.839154866366,address
영등포구,문래동3가,77,2,문래공원한신,서울특별시 영등포구 문래동3가 77-2,37.5175839837132,126.892997679027,address
마포구,도화동,82,0,우성,서울특별시 마포구 도화동 82,37.5363678259177,126.947063641704,address
광진구,자양동,762,0,한라아파트,서울특별시 광진구 자양동 762,37.5356576727188,127.070038503855,address
강동구,천호동,467,11,현진리버파크,서울특별시 강동구 천호동 467-11,37.5421803349701,127.120814775545,address
서초구,서초동,1346,0,현대아파트,서울특별시 서초구 서초동 1346,37.4867903061507,127.025675868573,address
은평구,불광동,631,1,대호프라자아파트,서울특별시 은평구 불광동 631-1,37.6147551376677,126.932860874394,address
광진구,광장동,554,7,현대5,서울특별시 광진구 광장동 554-7,37.5397148467697,127.100097759202,address
관악구,신림동,255,189,현대,서울특별시 관악구 신림동 255-189,37.463742276861,126.937210536521,address
동작구,신대방동,470,8,한성아파트,서울특별시 동작구 신대방동 470-8,37.4955679657051,126.915240275078,address
영등포구,신길동,769,1,한성,서울특별시 영등포구 신길동 769-1,37.5046770229472,126.919326677841,address
구로구,고척동,227,1,한성,서울특별시 구로구 고척동 227-1,37.5082340287077,126.853771768568,address
강북구,번동,760,0,오동공원현대,서울특별시 강북구 번동 760,37.6315060777268,127.035528776935,address
관악구,남현동,1134,0,예성2차그린캐슬,서울특별시 관악구 남현동 1134,37.4735450699404,126.976280806081,address
영등포구,여의도동,37,0,미성,서울특별시 영등포구 여의도동 37,37.5204821824446,126.923972038897,address
강동구,암사동,508,0,삼성광나루,서울특별시 강동구 암사동 508,37.5540369094746,127.127100652964,address
서초구,반포동,2,12,아크로리버파크,서울특별시 서초구 반포동 2-12,37.5054572291322,126.992771916234,address
동작구,신대방동,395,62,삼성보라매옴니타워,서울특별시 동작구 신대방동 395-62,37.4925890130386,126.923631685439,address
성동구,금호동2가,1217,0,래미안하이리버,서울특별시 성동구 금호동2가 1217,37.5512924647715,127.024541411946,address
구로구,오류동,342,0,영풍마드레빌,서울특별시 구로구 오류동 342,37.4915379834557,126.838640730471,address
금천구,시흥동,109,1,무지개,서울특별시 금천구 시흥동 109-1,37.456049610913,126.898350714765,address
양천구,신정동,327,0,목동신시가지13,서울특별시 양천구 신정동 327,37.5141910493429,126.865002695714,address
강동구,고덕동,486,0,아남1,서울특별시 강동구 고덕동 486,37.5578867585046,127.14597379187,address
양천구,목동,925,0,목동신시가지7,서울특별시 양천구 목동 925,37.5288232909409,126.867840519363,address
송파구,가락동,96,1,우성,서울특별시 송파구 가락동 96-1,37.4966230130343,127.117796965622,address
양천구,신월동,1077,0,목동센트럴아이파크위브3단지,서울특별시 양천구 신월동 1077,37.5165385791656,126.845906213279,address
노원구,공릉동,757,0,우국리더스빌,서울특별시 노원구 공릉동 757,37.6260854660972,127.070302587256,address
성북구,종암동,134,0,래미안라센트,서울특별시 성북구 종암동 134,37.5992882913524,127.038595496935,address
강서구,마곡동,743,4,마곡엠밸리7단지,서울특별시 강서구 마곡동 743-4,37.5648812125749,126.823376663134,address
강동구,천호동,414,0,두산위브센티움,서울특별시 강동구 천호동 414,37.5394152598787,127.126995720254,address
은평구,구산동,355,95,동익파크1동(355-95),서울특별시 은평구 구산동 355-95,37.6145898381894,126.906783485647,address
강동구,둔촌동,545,0,둔촌하이츠,서울특별시 강동구 둔촌동 545,37.52952678243,127.142399810412,address
송파구,삼전동,39,0,현대1,서울특별시 송파구 삼전동 39,37.5002566823487,127.088606351704,address
서초구,서초동,1588,5,디아레나서초,서울특별시 서초구 서초동 1588-5,37.4857481030788,127.013873912414,address
강북구,번동,657,0,동문,서울특별시 강북구 번동 657,37.6239783197816,127.038174633568,address
용산구,이촌동,415,0,한강(대우),서울특별시 용산구 이촌동 415,37.5222169556785,126.969475303103,address
영등포구,문래동6가,45,0,현대2차,서울특별시 영등포구 문래동6가 45,37.5204421670597,126.882860836863,address
구로구,오류동,63,4,한가람,서울특별시 구로구 오류동 63-4,37.4963060817547,126.847088472295,address
영등포구,대림동,1123,0,한솔솔파크,서울특별시 영등포구 대림동 1123,37.4873873070059,126.899432755484,address
구로구,구로동,1263,0,신도림롯데아파트,서울특별시 구로구 구로동 1263,37.5034982286456,126.88421007151,address
중랑구,면목동,1528,0,면목동금호어울림아파트,서울특별시 중랑구 면목동 1528,37.5772688573595,127.089180691778,address
구로구,구로동,487,24,M센트럴뷰,서울특별시 구로구 구로동 487-24,37.4963094418984,126.882816102903,address
관악구,봉천동,1701,0,건영6,서울특별시 관악구 봉천동 1701,37.4770636681279,126.95188953809,address
노원구,중계동,360,15,건영3,서울특별시 노원구 중계동 360-15,37.6485882715667,127.074295126943,address
서대문구,홍은동,470,0,힐스테이트홍은포레스트,서울특별시 서대문구 홍은동 470,37.5864765081814,126.924856018645,address
구로구,구로동,43,1,신도림로제리움,서울특별시 구로구 구로동 43-1,37.5034298667765,126.891447109362,address
영등포구,대림동,1122,0,신대림자이2단지,서울특별시 영등포구 대림동 1122,37.4860019396281,126.902250469811,address
구로구,고척동,306,0,경남2,서울특별시 구로구 고척동 306,37.5043353109062,126.856802204555,address
용산구,이촌동,402,0,강촌,서울특별시 용산구 이촌동 402,37.5192338183281,126.977468237095,address
서대문구,홍은동,469,0,e편한세상서대문,서울특별시 서대문구 홍은동 469,37.5944049697577,126.940318184999,address
용산구,한강로3가,65,7,시티하우스,서울특별시 용산구 한강로3가 65-7,37.5243970537181,126.966281308179,address
마포구,공덕동,479,0,공덕SK리더스뷰,서울특별시 마포구 공덕동 479,37.5455836799342,126.948853628999,address
강북구,수유동,205,0,수유벽산1차,서울특별시 강북구 수유동 205,37.6426076840355,127.019046080601,address
강남구,역삼동,765,32,역삼2차아이파크,서울특별시 강남구 역삼동 765-32,37.4967695014167,127.051582815175,address
노원구,공릉동,492,1,대아2차아파트,서울특별시 노원구 공릉동 492-1,37.6233359689655,127.07142868169,address
동작구,상도동,301,226,청운아파트,서울특별시 동작구 상도동 301-226,37.4936772812034,126.933520672882,address
영등포구,영등포동7가,29,130,근상프리즘,서울특별시 영등포구 영등포동7가 29-130,37.5232298083945,126.908965642423,address
강서구,염창동,240,32,금호타운,서울특별시 강서구 염창동 240-32,37.5563178192884,126.865134525013,address
송파구,방이동,120,2,광명아파트,서울특별시 송파구 방이동 120-2,37.5098720763952,127.115645951446,address
관악구,봉천동,1616,11,코스코수,서울특별시 관악구 봉천동 1616-11,37.4751745207614,126.954621750944,address
구로구,구로동,1275,0,성삼하이츠,서울특별시 구로구 구로동 1275,37.4956348340034,126.892551679319,address
강동구,성내동,590,0,성내동삼성아파트,서울특별시 강동구 성내동 590,37.5307605206146,127.125987937235,address
강동구,성내동,410,2,중앙하이츠,서울특별시 강동구 성내동 410-2,37.5305281388283,127.133544327063,address
성동구,행당동,349,0,서울숲 한신 더 휴,서울특별시 성동구 행당동 349,37.5549200740591,127.036079977869,address
마포구,성산동,446,0,성산시영(대우),서울특별시 마포구 성산동 446,37.5721152959697,126.901892164797,address
동대문구,용두동,798,0,청량리역한양수자인그라시엘,서울특별시 동대문구 용두동 798,37.5772405224004,127.042861502081,address
영등포구,대림동,946,1,대림현대,서울특별시 영등포구 대림동 946-1,37.4930271633818,126.908176269801,address
마포구,망원동,433,3,성신,서울특별시 마포구 망원동 433-3,37.5595759799171,126.902570935205,address
성동구,행당동,347,0,대림e-편한세상,서울특별시 성동구 행당동 347,37.5579017106154,127.02711847087,address
도봉구,도봉동,555,0,서울가든,서울특별시 도봉구 도봉동 555,37.6865526246139,127.041630978619,address
마포구,망원동,489,0,성원2,서울특별시 마포구 망원동 489,37.5562377346012,126.901423165067,address
구로구,구로동,1286,0,다울숲,서울특별시 구로구 구로동 1286,37.4922537455444,126.888594726094,address
강동구,암사동,445,0,한강포스파크,서울특별시 강동구 암사동 445,37.5562378899734,127.134242531809,address
광진구,자양동,810,0,자양힐101동,서울특별시 광진구 자양동 810,37.5401127232157,127.081730289398,address
송파구,방이동,225,0,한양3,서울특별시 송파구 방이동 225,37.5061373693844,127.122656614403,address
서초구,서초동,1446,11,현대슈퍼빌,서울특별시 서초구 서초동 1446-11,37.4831095760729,127.016112094844,address
은평구,불광동,71,16,북한산대창센시티,서울특별시 은평구 불광동 71-16,37.6252249174966,126.929368581204,address
동작구,상도동,7,92,종인아네스트,서울특별시 동작구 상도동 7-92,37.5070379213915,126.953908940139,address
은평구,대조동,231,0,삼성타운,서울특별시 은평구 대조동 231,37.609031353119,126.9217710449,address
동대문구,전농동,687,0,전농동신성미소지움,서울특별시 동대문구 전농동 687,37.5783117738141,127.048527041801,address
강서구,방화동,867,0,길성그랑프리텔,서울특별시 강서구 방화동 867,37.569183074574,126.816100583063,address
강남구,대치동,506,0,선경1차(1동-7동),서울특별시 강남구 대치동 506,37.4921265332679,127.062565123948,address
서대문구,연희동,738,0,임광,서울특별시 서대문구 연희동 738,37.5651873431789,126.927122833211,address
동대문구,청량리동,235,1,미주,서울특별시 동대문구 청량리동 235-1,37.5840013582663,127.046766367893,address
마포구,상암동,1655,0,상암월드컵파크4단지,서울특별시 마포구 상암동 1655,37.5776864156328,126.888688773185,address
송파구,풍납동,514,0,잠실올림픽공원아이파크,서울특별시 송파구 풍납동 514,37.5257689008856,127.114557641967,address
양천구,신월동,475,0,서울가든,서울특별시 양천구 신월동 475,37.5252977950342,126.848649985014,address
강남구,대치동,910,5,풍림아이원1차103동(910-5),서울특별시 강남구 대치동 910-5,37.5017062540884,127.055065152882,address
노원구,월계동,949,0,꿈의숲SKVIEW,서울특별시 노원구 월계동 949,37.621795353791,127.053802477095,address
노원구,공릉동,725,0,풍림아파트A,서울특별시 노원구 공릉동 725,37.6291637289683,127.066817667405,address
중랑구,면목동,138,15,우정아파트,서울특별시 중랑구 면목동 138-15,37.5907319765058,127.084986077965,address
동작구,신대방동,724,0,보라매자이더포레스트,서울특별시 동작구 신대방동 724,37.498559088724,126.926048617167,address
성동구,홍익동,53,0,청계대주파크빌,서울특별시 성동구 홍익동 53,37.5674713084173,127.031386204827,address
마포구,염리동,520,0,염리삼성래미안,서울특별시 마포구 염리동 520,37.5489089575613,126.946728410444,address
강남구,개포동,1280,0,래미안블레스티지,서울특별시 강남구 개포동 1280,37.4811712758974,127.064886971612,address
금천구,시흥동,882,3,우림메르디앙,서울특별시 금천구 시흥동 882-3,37.4564119505923,126.900625508689,address
송파구,신천동,7,14,잠실더샵스타파크,서울특별시 송파구 신천동 7-14,37.5169785483722,127.102280367857,address
중랑구,망우동,506,22,아스테르아파트,서울특별시 중랑구 망우동 506-22,37.5956623476153,127.093947264648,address
노원구,공릉동,755,0,비콘아파트,서울특별시 노원구 공릉동 755,37.6216046997065,127.079360477951,address
구로구,구로동,440,0,보광,서울특별시 구로구 구로동 440,37.4951077701649,126.885480952845,address
마포구,신수동,457,0,벽산솔렌스힐,서울특별시 마포구 신수동 457,37.5494230649757,126.936017162939,address
구로구,온수동,157,0,다청림시티,서울특별시 구로구 온수동 157,37.4922572116335,126.821209934084,address
성동구,송정동,90,0,건영,서울특별시 성동구 송정동 90,37.5559988343778,127.070895139132,address
강남구,개포동,1282,0,개포래미안포레스트,서울특별시 강남구 개포동 1282,37.4783842282264,127.054256523217,address
동작구,노량진동,325,0,신동아리버파크,서울특별시 동작구 노량진동 325,37.5074254730822,126.945123370196,address
양천구,신월동,1053,0,수명산SKVIEW,서울특별시 양천구 신월동 1053,37.5440526286777,126.829338214187,address
금천구,시흥동,1015,0,시흥베르빌,서울특별시 금천구 시흥동 1015,37.4575358863909,126.897580242085,address
강북구,수유동,729,0,수유현대,서울특별시 강북구 수유동 729,37.6454193720425,127.018562399428,address
은평구,증산동,258,0,DMC센트럴자이(3단지),서울특별시 은평구 증산동 258,37.579982499336,126.903633434786,address
서초구,양재동,90,0,신영체르니,서울특별시 서초구 양재동 90,37.4790337093576,127.041499188077,address
관악구,봉천동,1719,0,관악동부센트레빌,서울특별시 관악구 봉천동 1719,37.4872048734348,126.950991136661,address
구로구,구로동,792,102,(792-102),서울특별시 구로구 구로동 792-102,37.4864872832647,126.888292010104,address
강북구,수유동,130,43,JKapartment,서울특별시 강북구 수유동 130-43,37.6374380268026,127.018398171477,address
중랑구,신내동,786,0,동성타워프라자,서울특별시 중랑구 신내동 786,37.6080532191686,127.097279347621,address
관악구,봉천동,1574,1,생모리츠타운,서울특별시 관악구 봉천동 1574-1,37.4789186987613,126.94772397663,address
강동구,천호동,237,0,한신아파트,서울특별시 강동구 천호동 237,37.5458256093034,127.134867278695,address
서대문구,연희동,739,0,대우푸르지오,서울특별시 서대문구 연희동 739,37.5615205693803,126.929514782543,address
강남구,대치동,511,0,한보미도맨션2,서울특별시 강남구 대치동 511,37.4933931510549,127.067350014658,address
강동구,천호동,168,6,현대아파트,서울특별시 강동구 천호동 168-6,37.5384272598894,127.132778939664,address
양천구,신정동,1252,0,현대,서울특별시 양천구 신정동 1252,37.5171420982147,126.874473736299,address
서대문구,홍제동,455,0,현대그린,서울특별시 서대문구 홍제동 455,37.5892370609952,126.949383554299,address
중구,신당동,846,0,신당동파라다이스,서울특별시 중구 신당동 846,37.5623955702618,127.017282610735,address
노원구,공릉동,748,0,신도1차아파트,서울특별시 노원구 공릉동 748,37.6275443515351,127.069985977178,address
동작구,대방동,381,3,드림빌라트,서울특별시 동작구 대방동 381-3,37.5049718493677,126.924392884173,address
영등포구,당산동3가,561,0,동부센트레빌,서울특별시 영등포구 당산동3가 561,37.5244567573023,126.900434866955,address
용산구,이촌동,404,0,한가람,서울특별시 용산구 이촌동 404,37.5215850190543,126.970286646638,address
동작구,대방동,510,0,신일해피트리,서울특별시 동작구 대방동 510,37.5141048003428,126.92771806735,address
강남구,역삼동,900,0,시티프라디움더강남101동,서울특별시 강남구 역삼동 900,37.507400373274,127.039162050559,address
서대문구,남가좌동,381,0,DMC센트레빌,서울특별시 서대문구 남가좌동 381,37.5761635101917,126.915714237952,address
양천구,목동,928,0,건영,서울특별시 양천구 목동 928,37.5418777174077,126.872777644776,address
강북구,수유동,47,23,수유아름채,서울특별시 강북구 수유동 47-23,37.6348471994864,127.021335690709,address
강서구,가양동,1497,0,가양1차보람더하임,서울특별시 강서구 가양동 1497,37.567131942386,126.848570476197,address
영등포구,여의도동,50,0,시범,서울특별시 영등포구 여의도동 50,37.5206933527238,126.937105491683,address
동작구,상도동,535,0,두산위브트레지움2차,서울특별시 동작구 상도동 535,37.5038799849199,126.942775389314,address
구로구,개봉동,472,0,두산,서울특별시 구로구 개봉동 472,37.4950033610049,126.852653178887,address
중구,흥인동,119,0,동대문와이즈캐슬,서울특별시 중구 흥인동 119,37.5658415020925,127.015468306711,address
은평구,응암동,90,23,조이팰리스(90-23),서울특별시 은평구 응암동 90-23,37.6000579619333,126.919255736137,address
성북구,돈암동,636,0,이수브라운스톤돈암,서울특별시 성북구 돈암동 636,37.5980217244898,127.017576773103,address
동대문구,장안동,344,11,우정A(344-11),서울특별시 동대문구 장안동 344-11,37.5710668776146,127.072441087565,address
강서구,염창동,245,1,이너스내안에201동,서울특별시 강서구 염창동 245-1,37.5540619479456,126.870404219284,address
송파구,석촌동,158,5,미켈란호수가,서울특별시 송파구 석촌동 158-5,37.507404277741,127.102411054722,address
은평구,불광동,643,0,북한산힐스테이트7차,서울특별시 은평구 불광동 643,37.6165291109629,126.926683005796,address
동대문구,장안동,371,1,장안삼성쉐르빌,서울특별시 동대문구 장안동 371-1,37.5716707486031,127.069859628795,address
중구,중림동,200,0,삼성사이버빌리지,서울특별시 중구 중림동 200,37.5581161473011,126.965306488642,address
서초구,잠원동,163,0,반포르엘,서울특별시 서초구 잠원동 163,37.5076756920378,127.002785569445,address
양천구,신월동,1049,0,장수마을2단지동원데쟈뷰,서울특별시 양천구 신월동 1049,37.5223085331443,126.845856564242,address
동작구,사당동,1147,0,대창센시티,서울특별시 동작구 사당동 1147,37.4869196887028,126.968370617854,address
종로구,내수동,72,0,경희궁의아침3단지,서울특별시 종로구 내수동 72,37.573660668544,126.972093823848,address
강서구,염창동,272,28,염창3우성,서울특별시 강서구 염창동 272-28,37.5512994254885,126.867424675484,address
양천구,신정동,948,24,신호,서울특별시 양천구 신정동 948-24,37.5246564224396,126.85523050514,address
송파구,문정동,18,0,문정대우푸르지오1차,서울특별시 송파구 문정동 18,37.4868780773275,127.128105384944,address
강북구,미아동,195,0,엘리프 미아역 2단지,서울특별시 강북구 미아동 195,37.6287053934105,127.025682467794,address
구로구,오류동,9,231,오류동삼전솔하임,서울특별시 구로구 오류동 9-231,37.4955376197127,126.841756376556,address
마포구,용강동,380,0,마포용강삼성래미안,서울특별시 마포구 용강동 380,37.543375950534,126.941276687895,address
성북구,하월곡동,225,0,래미안월곡,서울특별시 성북구 하월곡동 225,37.610440395666,127.036873189543,address
성북구,장위동,312,0,우방아파트,서울특별시 성북구 장위동 312,37.6102357287674,127.055051746889,address
양천구,신월동,1075,0,목동센트럴아이파크위브1단지,서울특별시 양천구 신월동 1075,37.5166217122062,126.841929272696,address
양천구,신월동,1078,0,목동센트럴아이파크위브4단지,서울특별시 양천구 신월동 1078,37.5180177927167,126.844012878449,address
은평구,대조동,6,13,예가크레시아,서울특별시 은평구 대조동 6-13,37.6109859641691,126.928304178417,address
동대문구,전농동,688,0,래미안아름숲,서울특별시 동대문구 전농동 688,37.5809441481616,127.06107602833,address
양천구,신월동,538,4,연흥,서울특별시 양천구 신월동 538-4,37.5192647554298,126.84162472502,address
노원구,월계동,941,0,성북역신도브래뉴,서울특별시 노원구 월계동 941,37.6232025554202,127.058997534912,address
용산구,문배동,24,6,CJ나인파크,서울특별시 용산구 문배동 24-6,37.5360844630167,126.969170724866,address
동대문구,장안동,346,1,태솔아파트3차,서울특별시 동대문구 장안동 346-1,37.5692589301709,127.070974942794,address
영등포구,양평동4가,12,0,성원,서울특별시 영등포구 양평동4가 12,37.5342936373846,126.893936076898,address
관악구,봉천동,179,58,낙성대현대아파트,서울특별시 관악구 봉천동 179-58,37.4723908122469,126.966365956183,address
영등포구,당산동3가,565,0,당산계룡리슈빌3단지,서울특별시 영등포구 당산동3가 565,37.5246067600694,126.899144004978,address
성북구,정릉동,494,0,중앙하이츠빌1단지,서울특별시 성북구 정릉동 494,37.6026562735055,127.009409966425,address
서대문구,홍은동,454,0,극동,서울특별시 서대문구 홍은동 454,37.6026153795328,126.950968524813,address
양천구,신월동,547,5,세아쎄닛빌,서울특별시 양천구 신월동 547-5,37.5182338958521,126.839472137639,address
동작구,상도동,459,0,상도2차갑을명가,서울특별시 동작구 상도동 459,37.4935684967854,126.935245916317,address
성북구,길음동,1282,0,길음뉴타운5단지(래미안),서울특별시 성북구 길음동 1282,37.6096855257791,127.020710239187,address
영등포구,영등포동7가,208,0,포레나영등포센트럴,서울특별시 영등포구 영등포동7가 208,37.5233606097041,126.905606241539,address
마포구,서교동,465,1,광남벨라스(1차),서울특별시 마포구 서교동 465-1,37.5547376391352,126.916207586959,address
서초구,반포동,64,5,현대동궁아파트,서울특별시 서초구 반포동 64-5,37.5003963928922,127.00208413965,address
양천구,신정동,1311,0,동일하이빌2단지,서울특별시 양천구 신정동 1311,37.5107833089061,126.84019342287,address
구로구,고척동,337,0,한일유앤아이,서울특별시 구로구 고척동 337,37.5079923546198,126.851154956339,address
양천구,신월동,1025,0,탑건진선미,서울특별시 양천구 신월동 1025,37.5384001294387,126.827976695407,address
노원구,공릉동,737,0,삼익포레스트아파트,서울특별시 노원구 공릉동 737,37.6269131279747,127.082005016461,address
서대문구,연희동,747,0,연희파크푸르지오,서울특별시 서대문구 연희동 747,37.575684003261,126.928558106259,address
마포구,창전동,439,0,신촌태영데시앙,서울특별시 마포구 창전동 439,37.5533866511831,126.931064388029,address
양천구,신월동,1085,0,신목동파라곤,서울특별시 양천구 신월동 1085,37.5229582194078,126.844530543737,address
은평구,증산동,250,0,DMC월드,서울특별시 은평구 증산동 250,37.5862818148423,126.911485385772,address
노원구,월계동,942,0,월계역신도브래뉴,서울특별시 노원구 월계동 942,37.6290827264263,127.058693594607,address
양천구,신정동,1322,0,이펜하우스2단지,서울특별시 양천구 신정동 1322,37.5161106638708,126.830117649497,address
영등포구,여의도동,30,0,목화,서울특별시 영등포구 여의도동 30,37.5260016646304,126.932632672415,address
강남구,청담동,30,33,청담대림이-편한세상,서울특별시 강남구 청담동 30-33,37.5205048036403,127.047836421504,address
금천구,독산동,1131,0,라이프,서울특별시 금천구 독산동 1131,37.4610803410277,126.892269962037,address
강남구,일원동,711,0,수서,서울특별시 강남구 일원동 711,37.4926342499883,127.090283572636,address
노원구,중계동,78,0,진로유통조합대림,서울특별시 노원구 중계동 78,37.6488617334993,127.081896451525,address
마포구,망원동,523,0,마포월드컵제이스카이,서울특별시 마포구 망원동 523,37.5625148083271,126.903728149805,address
강동구,천호동,427,3,천호엘크루,서울특별시 강동구 천호동 427-3,37.5401629353223,127.124517641553,address
강동구,둔촌동,555,0,신동아파밀리에,서울특별시 강동구 둔촌동 555,37.5291388391094,127.141702623042,address
강동구,명일동,42,0,명일우성,서울특별시 강동구 명일동 42,37.5511541272374,127.151918890555,address
광진구,자양동,860,0,테라팰리스건대2차,서울특별시 광진구 자양동 860,37.5382459828861,127.077937363821,address
서초구,서초동,1754,0,래미안서초에스티지S,서울특별시 서초구 서초동 1754,37.4930078397051,127.02710923867,address
동대문구,답십리동,488,18,센시티16,서울특별시 동대문구 답십리동 488-18,37.5662755970916,127.056358640081,address
강동구,둔촌동,435,3,광남캐스빌103동,서울특별시 강동구 둔촌동 435-3,37.5328323233009,127.13903930194,address
강북구,수유동,553,61,극동,서울특별시 강북구 수유동 553-61,37.6418330424189,127.012013426161,address
구로구,고척동,320,0,센츄리,서울특별시 구로구 고척동 320,37.5044524027282,126.86230162527,address
성북구,하월곡동,228,0,꿈의숲푸르지오,서울특별시 성북구 하월곡동 228,37.6107702871516,127.038993186153,address
광진구,화양동,113,1,광진코지웰,서울특별시 광진구 화양동 113-1,37.547067569974,127.07184085057,address
서대문구,홍제동,471,0,금호어울림,서울특별시 서대문구 홍제동 471,37.584564968792,126.940867900154,address
구로구,구로동,42,0,신도림LG자이,서울특별시 구로구 구로동 42,37.5035567212154,126.892127870292,address
광진구,광장동,576,0,광장현대9단지,서울특별시 광진구 광장동 576,37.5424699220874,127.09773245669,address
광진구,광장동,582,0,광장힐스테이트,서울특별시 광진구 광장동 582,37.5431780182608,127.099564904065,address
강북구,번동,136,0,번동솔그린,서울특별시 강북구 번동 136,37.6261268924628,127.039305478078,address
양천구,신월동,1022,0,벽산블루밍1단지,서울특별시 양천구 신월동 1022,37.5136395462496,126.842178975353,address
동작구,신대방동,720,0,보라매e편한세상,서울특별시 동작구 신대방동 720,37.4953773291312,126.928478394701,address
성북구,종암동,34,3,종암선경,서울특별시 성북구 종암동 34-3,37.5944293650104,127.033798955562,address
서대문구,홍은동,440,1,반석블레스,서울특별시 서대문구 홍은동 440-1,37.5954647668081,126.94113715218,address
양천구,신월동,416,1,보람쉬움1,서울특별시 양천구 신월동 416-1,37.5247337955297,126.837810066593,address
노원구,공릉동,670,20,노원프레미어스엠코,서울특별시 노원구 공릉동 670-20,37.6185318804274,127.076218870796,address
은평구,녹번동,281,0,북한산푸르지오,서울특별시 은평구 녹번동 281,37.6068385939235,126.93626654464,address
강남구,도곡동,91,5,삼성래미안,서울특별시 강남구 도곡동 91-5,37.4898181942659,127.050628550219,address
서대문구,충정로3가,465,0,충정리시온,서울특별시 서대문구 충정로3가 465,37.5602879536746,126.964843138591,address
중랑구,상봉동,89,10,레그노시티,서울특별시 중랑구 상봉동 89-10,37.5959382168159,127.089561468584,address
