SIDO_NM,SGG_NM,ADMI_NM,FULL_NM,ADMI_CD,TT,M00,M10,M20,M30,M40,M50,M60,M70,F00,F10,F20,F30,F40,F50,F60,F70
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,16,240.20104109589042,1504.1782465753427,942.5872602739726,1043.9188767123287,1526.5895342465756,1561.396602739726,1422.2042465753425,1430.3158356164383,337.84542465753424,1553.3936438356166,944.3053424657535,1523.9191506849315,2458.716082191781,2014.6409589041095,2098.432739726027,1787.7416986301369
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,17,242.26720547945206,1446.6164383561643,930.7504931506849,1058.5543835616438,1552.4559452054796,1598.9240821917808,1465.640301369863,1478.1056712328766,339.17961643835616,1467.327397260274,938.6448767123288,1547.9105479452055,2473.684082191781,2043.2256438356164,2129.8587945205477,1827.3213150684933
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,18,240.1848493150685,1387.5803835616439,932.4865753424657,1105.435780821918,1657.5101917808217,1678.8001917808217,1537.371506849315,1522.550301369863,348.7265205479452,1410.9018630136986,949.9696438356164,1597.3958904109588,2516.5260547945204,2077.1963287671233,2140.2095342465755,1838.7922465753427
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,19,247.24994520547943,1405.506493150685,950.6222739726028,1212.6156438356165,1867.1149863013698,1856.085808219178,1641.2953698630138,1558.238301369863,370.08569863013696,1431.8140547945206,997.6392602739727,1686.6064657534246,2649.760219178082,2134.584794520548,2141.1172876712326,1836.6520273972603
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,20,254.99049315068493,1467.9649041095888,986.2053150684932,1312.8351780821918,2081.9527671232877,2025.7341369863013,1736.934191780822,1589.6825205479452,387.5803835616438,1504.0060821917807,1047.4886575342466,1769.1289041095893,2790.498767123288,2202.897232876712,2135.402904109589,1825.9900821917809
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,21,264.8114794520548,1543.9672328767124,1035.4083287671233,1397.5743561643835,2276.7992328767123,2195.868109589041,1830.4892602739724,1605.7802465753425,404.8988219178082,1601.0953972602738,1111.5710684931507,1847.6084383561642,2918.5985753424657,2262.3652328767125,2143.512301369863,1808.2292328767123
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,22,269.98323287671235,1713.6047671232877,1106.8654246575343,1467.2679999999998,2454.389150684932,2358.8632876712327,1909.5766301369863,1610.1985753424658,413.88545205479454,1829.205506849315,1201.7092328767123,1913.8105479452054,3030.449397260274,2357.516191780822,2155.8633424657532,1797.0022465753423
서울특별시,강남구,개포1동,서울특별시 강남구 개포1동,11680660,23,270.2288493150685,1807.2035342465754,1181.619698630137,1523.4918630136988,2558.215561643836,2443.010602739726,1943.7556164383564,1607.6451780821917,416.2356438356165,1943.4743561643836,1285.392684931507,1966.1681643835616,3096.9210410958904,2404.71301369863,2162.0405479452056,1789.0592602739725
서울특별시,강남구,개포2동,서울특별시 강남구 개포2동,11680670,0,245.2138630136986,2574.069534246575,1917.8972602739725,3028.4306849315067,3819.6444383561643,3652.5344657534247,2614.904136986301,2045.446191780822,331.4535890410959,2603.1490136986304,1955.260712328767,3611.800794520548,4659.342246575342,3871.070493150685,2926.2581643835615,2309.161205479452
서울특별시,강남구,개포2동,서울특별시 강남구 개포2동,11680670,1,244.89591780821917,2579.8162191780825,1940.0214520547945,3059.876520547945,3846.1427671232877,3661.703315068493,2622.496904109589,2043.943890410959,331.2262191780822,2606.0939178082194,1969.7103287671234,3624.9329315068494,4671.62493150685,3872.4405753424658,2924.1998630136986,2307.5520821917808
서울특별시,강남구,개포2동,서울특별시 강남구 개포2동,11680670,2,244.40835616438358,2584.974219178082,1969.2848493150684,3086.694767123288,3873.231150684932,3678.5488493150688,2630.0067397260273,2043.9347397260276,331.2200547945206,2614.0661643835615,1983.6596438356164,3641.4308493150684,4686.652301369863,3880.065178082192,2933.07002739726,2309.0565753424657
서울특별시,강남구,개포2동,서울특별시 강남구 개포2동,11680670,3,243.97290410958905,2586.3019726027396,1988.6966575342467,3101.9653424657536,3884.852219178082,3683.643698630137,2629.278849315069,2042.2052328767124,330.9258904109589,2620.0779178082194,1990.4350136986302,3649.125506849315,4690.551835616438,3880.919479452055,2937.030301369863,2308.0795342465753
서울특별시,강남구,개포2동,서울특별시 강남구 개포2동,11680670,4,243.73238356164384,2585.581205479452,2000.8044383561644,3106.3681917808217,3885.0609863013697,3682.7641369863013,2626.7077260273973,2039.780794520548,330.7298356164384,2622.115178082192,1992.998602739726,3649.7763287671237,4687.583041095891,3881.328547945205,2938.010082191781,2303.538082191781
