SIDO_NM,SGG_NM,ADMI_NM,FULL_NM,ADMI_CD,TT,M00,M10,M20,M30,M40,M50,M60,M70,F00,F10,F20,F30,F40,F50,F60,F70
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,1,97.69350684931506,798.0521369863014,1382.4004657534247,1929.0092602739726,1495.6919726027395,1464.6977808219176,1566.9402465753424,1176.3267123287671,100.27361643835617,627.635698630137,1491.2134246575342,1958.2398082191783,1534.4775342465755,1816.2891232876714,1872.1730136986303,1521.2774246575343
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,2,98.00071232876712,802.5001643835616,1398.3330684931507,1942.821506849315,1507.9407123287672,1473.5521643835618,1569.2664657534247,1175.2695342465754,100.24339726027397,628.2529589041095,1493.5828219178081,1965.4880273972603,1541.6672602739727,1821.2089315068492,1874.516191780822,1523.2438082191782
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,3,98.14534246575343,805.0362191780821,1404.7865479452055,1952.7599178082191,1514.975095890411,1479.8662739726026,1569.2141643835619,1173.7380273972603,100.40224657534246,628.2459178082192,1494.0776438356163,1971.5991780821917,1546.627698630137,1827.0558630136986,1875.339698630137,1524.7058356164384
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,4,98.33380821917807,807.8537534246575,1406.208493150685,1960.0171780821918,1519.1703013698632,1477.205890410959,1570.145506849315,1167.1856712328768,100.40375342465754,628.167397260274,1492.6220547945206,1973.6655890410957,1549.8772328767122,1827.2107671232877,1873.054712328767,1525.7344657534245
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,5,98.30079452054795,812.1025479452055,1402.7963013698632,1960.516794520548,1515.5226301369864,1470.1060547945203,1572.485205479452,1146.903095890411,100.33153424657534,627.7220821917808,1486.990794520548,1969.7379452054795,1548.5674246575343,1810.610082191781,1854.5387123287671,1512.5588219178082
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,6,98.43194520547947,827.3937808219177,1389.8069041095891,1966.4261643835619,1500.122493150685,1499.772191780822,1553.9310684931506,1139.4613150684931,100.54290410958905,622.3882191780822,1460.7616712328768,1956.5452602739726,1537.3589315068493,1773.8640547945206,1838.583890410959,1489.43901369863
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,7,100.19731506849314,1075.3937808219177,1371.857095890411,1919.819726027397,1468.040575342466,1450.9752876712328,1493.53501369863,1152.6960547945205,102.69175342465753,571.543698630137,1437.3693150684933,1934.6569315068493,1521.2071232876713,1757.5314794520548,1824.434191780822,1491.5861917808218
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,8,112.73065753424657,1499.1525479452057,1284.584904109589,1727.867287671233,1364.5803835616439,1381.0208493150685,1421.872712328767,1150.8297534246574,112.33243835616437,539.8708493150684,1341.6509315068495,1818.8622191780821,1452.9200547945204,1679.814219178082,1776.1514246575343,1499.0834794520547
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,9,125.8915890410959,1531.815616438356,1163.3966575342467,1517.4679178082192,1264.4484657534247,1347.1937534246574,1377.2042191780822,1118.5339178082193,119.89591780821918,536.8692328767123,1176.451589041096,1592.705589041096,1334.8821917808218,1604.519205479452,1710.5335342465753,1503.7808767123288
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,10,127.54353424657535,1511.5445479452055,1108.5433698630138,1428.0522465753425,1223.4726849315068,1326.4701369863012,1314.9699178082192,1066.8468767123288,120.69219178082191,520.7248219178082,1097.0208493150685,1470.1647397260274,1279.9058356164385,1541.6823013698631,1633.012,1477.2453698630138
서울특별시,강서구,등촌2동,서울특별시 강서구 등촌2동,11500530,11,127.8707397260274,1481.2133698630137,1076.011315068493,1394.2853698630136,1208.9808219178083,1312.3110684931505,1272.0254246575344,1037.5723835616438,120.58194520547946,513.6389315068493,1055.4958630136987,1423.3167397260274,1252.5742739726027,1489.730575342466,1576.2523287671231,1443.1174246575342
